Date,Day_Number,Day,Month,Short_Month,Calendar_Month_Number,Calendar_Month_Label,Calendar_Year,Calendar_Year_Label,Fiscal_Month_Number,Fiscal_Month_Label,Fiscal_Year,Fiscal_Year_Label,ISO_Week_Number
2011-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,13
2011-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,13
2011-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,13
2011-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2011-Apr,2011,CY2011,6,FY2011-Apr,2011,FY2011,14
2011-05-01T00:00:00.000Z,1,1,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,17
2011-05-02T00:00:00.000Z,2,2,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-03T00:00:00.000Z,3,3,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-04T00:00:00.000Z,4,4,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-05T00:00:00.000Z,5,5,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-06T00:00:00.000Z,6,6,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-07T00:00:00.000Z,7,7,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-08T00:00:00.000Z,8,8,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,18
2011-05-09T00:00:00.000Z,9,9,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,19
2011-05-10T00:00:00.000Z,10,10,May,May,5,CY2011-May,2011,CY2011,7,FY2011-May,2011,FY2011,19
2011-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,22
2011-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,22
2011-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,22
2011-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,22
2011-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,22
2011-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,23
2011-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,23
2011-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,23
2011-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,23
2011-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2011-Jun,2011,CY2011,8,FY2011-Jun,2011,FY2011,23
2011-07-01T00:00:00.000Z,1,1,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,26
2011-07-02T00:00:00.000Z,2,2,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,26
2011-07-03T00:00:00.000Z,3,3,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,26
2011-07-04T00:00:00.000Z,4,4,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-05T00:00:00.000Z,5,5,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-06T00:00:00.000Z,6,6,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-07T00:00:00.000Z,7,7,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-08T00:00:00.000Z,8,8,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-09T00:00:00.000Z,9,9,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-07-10T00:00:00.000Z,10,10,July,Jul,7,CY2011-Jul,2011,CY2011,9,FY2011-Jul,2011,FY2011,27
2011-08-01T00:00:00.000Z,1,1,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-02T00:00:00.000Z,2,2,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-03T00:00:00.000Z,3,3,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-04T00:00:00.000Z,4,4,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-05T00:00:00.000Z,5,5,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-06T00:00:00.000Z,6,6,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-07T00:00:00.000Z,7,7,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,31
2011-08-08T00:00:00.000Z,8,8,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,32
2011-08-09T00:00:00.000Z,9,9,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,32
2011-08-10T00:00:00.000Z,10,10,August,Aug,8,CY2011-Aug,2011,CY2011,10,FY2011-Aug,2011,FY2011,32
2011-09-01T00:00:00.000Z,1,1,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,35
2011-09-02T00:00:00.000Z,2,2,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,35
2011-09-03T00:00:00.000Z,3,3,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,35
2011-09-04T00:00:00.000Z,4,4,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,35
2011-09-05T00:00:00.000Z,5,5,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-09-06T00:00:00.000Z,6,6,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-09-07T00:00:00.000Z,7,7,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-09-08T00:00:00.000Z,8,8,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-09-09T00:00:00.000Z,9,9,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-09-10T00:00:00.000Z,10,10,September,Sep,9,CY2011-Sep,2011,CY2011,11,FY2011-Sep,2011,FY2011,36
2011-10-01T00:00:00.000Z,1,1,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,39
2011-10-02T00:00:00.000Z,2,2,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,39
2011-10-03T00:00:00.000Z,3,3,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-04T00:00:00.000Z,4,4,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-05T00:00:00.000Z,5,5,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-06T00:00:00.000Z,6,6,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-07T00:00:00.000Z,7,7,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-08T00:00:00.000Z,8,8,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-09T00:00:00.000Z,9,9,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,40
2011-10-10T00:00:00.000Z,10,10,October,Oct,10,CY2011-Oct,2011,CY2011,12,FY2011-Oct,2011,FY2011,41
2011-11-01T00:00:00.000Z,1,1,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-02T00:00:00.000Z,2,2,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-03T00:00:00.000Z,3,3,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-04T00:00:00.000Z,4,4,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-05T00:00:00.000Z,5,5,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-06T00:00:00.000Z,6,6,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,44
2011-11-07T00:00:00.000Z,7,7,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,45
2011-11-08T00:00:00.000Z,8,8,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,45
2011-11-09T00:00:00.000Z,9,9,November,Nov,11,CY2011-Nov,2011,CY2011,1,FY2012-Nov,2012,FY2012,45
2011-12-01T00:00:00.000Z,1,1,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,48
2011-12-02T00:00:00.000Z,2,2,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,48
2011-12-03T00:00:00.000Z,3,3,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,48
2011-12-04T00:00:00.000Z,4,4,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,48
2011-12-05T00:00:00.000Z,5,5,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,49
2011-12-06T00:00:00.000Z,6,6,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,49
2011-12-07T00:00:00.000Z,7,7,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,49
2011-12-08T00:00:00.000Z,8,8,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,49
2011-12-09T00:00:00.000Z,9,9,December,Dec,12,CY2011-Dec,2011,CY2011,2,FY2012-Dec,2012,FY2012,49
2003-01-01T00:00:00.000Z,1,1,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,1
2003-01-02T00:00:00.000Z,2,2,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,1
2003-01-03T00:00:00.000Z,3,3,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,1
2003-01-04T00:00:00.000Z,4,4,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,1
2003-01-05T00:00:00.000Z,5,5,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,1
2003-01-06T00:00:00.000Z,6,6,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,2
2003-01-07T00:00:00.000Z,7,7,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,2
2003-01-08T00:00:00.000Z,8,8,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,2
2003-01-09T00:00:00.000Z,9,9,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,2
2003-01-10T00:00:00.000Z,10,10,January,Jan,1,CY2003-Jan,2003,CY2003,3,FY2003-Jan,2003,FY2003,2
2003-02-01T00:00:00.000Z,1,1,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,5
2003-02-02T00:00:00.000Z,2,2,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,5
2003-02-03T00:00:00.000Z,3,3,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-04T00:00:00.000Z,4,4,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-05T00:00:00.000Z,5,5,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-06T00:00:00.000Z,6,6,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-07T00:00:00.000Z,7,7,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-08T00:00:00.000Z,8,8,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-09T00:00:00.000Z,9,9,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,6
2003-02-10T00:00:00.000Z,10,10,February,Feb,2,CY2003-Feb,2003,CY2003,4,FY2003-Feb,2003,FY2003,7
2003-03-01T00:00:00.000Z,1,1,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,9
2003-03-02T00:00:00.000Z,2,2,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,9
2003-03-03T00:00:00.000Z,3,3,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-04T00:00:00.000Z,4,4,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-05T00:00:00.000Z,5,5,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-06T00:00:00.000Z,6,6,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-07T00:00:00.000Z,7,7,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-08T00:00:00.000Z,8,8,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-09T00:00:00.000Z,9,9,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,10
2003-03-10T00:00:00.000Z,10,10,March,Mar,3,CY2003-Mar,2003,CY2003,5,FY2003-Mar,2003,FY2003,11
2003-04-01T00:00:00.000Z,1,1,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-02T00:00:00.000Z,2,2,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-03T00:00:00.000Z,3,3,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-04T00:00:00.000Z,4,4,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-05T00:00:00.000Z,5,5,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-06T00:00:00.000Z,6,6,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,14
2003-04-07T00:00:00.000Z,7,7,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
2003-04-08T00:00:00.000Z,8,8,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
2003-04-09T00:00:00.000Z,9,9,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
2003-04-10T00:00:00.000Z,10,10,April,Apr,4,CY2003-Apr,2003,CY2003,6,FY2003-Apr,2003,FY2003,15
2003-05-01T00:00:00.000Z,1,1,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,18
2003-05-02T00:00:00.000Z,2,2,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,18
2003-05-03T00:00:00.000Z,3,3,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,18
2003-05-04T00:00:00.000Z,4,4,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,18
2003-05-05T00:00:00.000Z,5,5,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-05-06T00:00:00.000Z,6,6,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-05-07T00:00:00.000Z,7,7,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-05-08T00:00:00.000Z,8,8,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-05-09T00:00:00.000Z,9,9,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-05-10T00:00:00.000Z,10,10,May,May,5,CY2003-May,2003,CY2003,7,FY2003-May,2003,FY2003,19
2003-06-01T00:00:00.000Z,1,1,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,22
2003-06-02T00:00:00.000Z,2,2,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-03T00:00:00.000Z,3,3,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-04T00:00:00.000Z,4,4,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-05T00:00:00.000Z,5,5,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-06T00:00:00.000Z,6,6,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-07T00:00:00.000Z,7,7,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-08T00:00:00.000Z,8,8,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,23
2003-06-09T00:00:00.000Z,9,9,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
2003-06-10T00:00:00.000Z,10,10,June,Jun,6,CY2003-Jun,2003,CY2003,8,FY2003-Jun,2003,FY2003,24
2003-07-01T00:00:00.000Z,1,1,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-02T00:00:00.000Z,2,2,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-03T00:00:00.000Z,3,3,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-04T00:00:00.000Z,4,4,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-05T00:00:00.000Z,5,5,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-06T00:00:00.000Z,6,6,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,27
2003-07-07T00:00:00.000Z,7,7,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,28
2003-07-08T00:00:00.000Z,8,8,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,28
2003-07-09T00:00:00.000Z,9,9,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,28
2003-07-10T00:00:00.000Z,10,10,July,Jul,7,CY2003-Jul,2003,CY2003,9,FY2003-Jul,2003,FY2003,28
2003-08-01T00:00:00.000Z,1,1,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,31
2003-08-02T00:00:00.000Z,2,2,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,31
2003-08-03T00:00:00.000Z,3,3,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,31
2003-08-04T00:00:00.000Z,4,4,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-05T00:00:00.000Z,5,5,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-06T00:00:00.000Z,6,6,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-07T00:00:00.000Z,7,7,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-08T00:00:00.000Z,8,8,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-09T00:00:00.000Z,9,9,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-08-10T00:00:00.000Z,10,10,August,Aug,8,CY2003-Aug,2003,CY2003,10,FY2003-Aug,2003,FY2003,32
2003-09-01T00:00:00.000Z,1,1,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-02T00:00:00.000Z,2,2,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-03T00:00:00.000Z,3,3,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-04T00:00:00.000Z,4,4,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-05T00:00:00.000Z,5,5,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-06T00:00:00.000Z,6,6,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-07T00:00:00.000Z,7,7,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,36
2003-09-08T00:00:00.000Z,8,8,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
2003-09-09T00:00:00.000Z,9,9,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
2003-09-10T00:00:00.000Z,10,10,September,Sep,9,CY2003-Sep,2003,CY2003,11,FY2003-Sep,2003,FY2003,37
2003-10-01T00:00:00.000Z,1,1,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,40
2003-10-02T00:00:00.000Z,2,2,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,40
2003-10-03T00:00:00.000Z,3,3,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,40
2003-10-04T00:00:00.000Z,4,4,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,40
2003-10-05T00:00:00.000Z,5,5,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,40
2003-10-06T00:00:00.000Z,6,6,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,41
2003-10-07T00:00:00.000Z,7,7,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,41
2003-10-08T00:00:00.000Z,8,8,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,41
2003-10-09T00:00:00.000Z,9,9,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,41
2003-10-10T00:00:00.000Z,10,10,October,Oct,10,CY2003-Oct,2003,CY2003,12,FY2003-Oct,2003,FY2003,41
2003-11-01T00:00:00.000Z,1,1,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,44
2003-11-02T00:00:00.000Z,2,2,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,44
2003-11-03T00:00:00.000Z,3,3,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-04T00:00:00.000Z,4,4,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-05T00:00:00.000Z,5,5,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-06T00:00:00.000Z,6,6,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-07T00:00:00.000Z,7,7,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-08T00:00:00.000Z,8,8,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-11-09T00:00:00.000Z,9,9,November,Nov,11,CY2003-Nov,2003,CY2003,1,FY2004-Nov,2004,FY2004,45
2003-12-01T00:00:00.000Z,1,1,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-02T00:00:00.000Z,2,2,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-03T00:00:00.000Z,3,3,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-04T00:00:00.000Z,4,4,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-05T00:00:00.000Z,5,5,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-06T00:00:00.000Z,6,6,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-07T00:00:00.000Z,7,7,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,49
2003-12-08T00:00:00.000Z,8,8,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,50
2003-12-09T00:00:00.000Z,9,9,December,Dec,12,CY2003-Dec,2003,CY2003,2,FY2004-Dec,2004,FY2004,50
2007-01-21T00:00:00.000Z,21,21,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,3
2007-01-22T00:00:00.000Z,22,22,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,4
2007-01-23T00:00:00.000Z,23,23,January,Jan,1,CY2007-Jan,2007,CY2007,3,FY2007-Jan,2007,FY2007,4
